in s,C1 in V,C2 in V,C3 in V,C4 in V
-4.3671488E-02,1.19598E+00,1.13191E+01,9.71680E-02,2.97266E-02
-4.3670800E-02,1.15691E+00,1.11238E+01,9.61914E-02,3.94922E-02
-4.3670112E-02,1.18621E+00,1.13191E+01,9.71680E-02,3.94922E-02
-4.3669424E-02,1.20574E+00,1.10262E+01,9.81445E-02,2.97266E-02
-4.3668736E-02,1.20574E+00,1.08309E+01,1.01074E-01,1.99609E-02
-4.3668048E-02,1.18621E+00,1.07332E+01,1.08887E-01,4.92578E-02
-4.3667360E-02,1.19598E+00,1.05379E+01,1.11816E-01,2.97266E-02
-4.3666672E-02,1.22527E+00,1.02449E+01,1.15723E-01,1.01953E-02
-4.3665984E-02,1.19598E+00,1.08309E+01,1.15723E-01,-9.33594E-03
-4.3665296E-02,1.18621E+00,1.07332E+01,1.18652E-01,2.97266E-02
-4.3664608E-02,1.19598E+00,1.10262E+01,1.18652E-01,1.99609E-02
-4.3663920E-02,1.16668E+00,1.10262E+01,1.17676E-01,2.97266E-02
-4.3663232E-02,1.16668E+00,1.11238E+01,1.11816E-01,3.94922E-02
-4.3662544E-02,1.13738E+00,1.06355E+01,1.07910E-01,2.97266E-02
-4.3661856E-02,1.13738E+00,1.06355E+01,1.01074E-01,2.97266E-02
-4.3661168E-02,1.12762E+00,1.02449E+01,1.00098E-01,2.97266E-02
-4.3660480E-02,1.12762E+00,1.04402E+01,9.81445E-02,1.99609E-02
-4.3659792E-02,1.13738E+00,1.04402E+01,1.04004E-01,-9.33594E-03
-4.3659104E-02,1.14715E+00,1.11238E+01,1.04980E-01,2.97266E-02
-4.3658416E-02,1.16668E+00,1.11238E+01,1.10840E-01,5.90234E-02
-4.3657728E-02,1.17645E+00,1.09285E+01,1.11816E-01,3.94922E-02
-4.3657040E-02,1.19598E+00,1.13191E+01,1.15723E-01,3.94922E-02
-4.3656352E-02,1.20574E+00,1.15145E+01,1.15723E-01,5.90234E-02
-4.3655664E-02,1.20574E+00,1.11238E+01,1.19629E-01,1.07852E-01
-4.3654976E-02,1.17645E+00,1.09285E+01,1.13770E-01,7.85547E-02
-4.3654288E-02,1.15691E+00,1.04402E+01,1.10840E-01,9.80859E-02
-4.3653600E-02,1.17645E+00,1.06355E+01,1.06934E-01,1.07852E-01
-4.3652912E-02,1.15691E+00,1.06355E+01,1.01074E-01,1.56680E-01
-4.3652224E-02,1.14715E+00,1.06355E+01,1.03027E-01,2.05508E-01
-4.3651536E-02,1.13738E+00,1.10262E+01,1.00098E-01,1.95742E-01
-4.3650848E-02,1.13738E+00,1.10262E+01,1.04004E-01,2.83633E-01
-4.3650160E-02,1.12762E+00,1.13191E+01,1.04980E-01,3.22695E-01
-4.3649472E-02,1.17645E+00,1.13191E+01,1.08887E-01,4.10586E-01
-4.3648784E-02,1.17645E+00,1.09285E+01,1.12793E-01,4.69180E-01
-4.3648096E-02,1.22527E+00,1.08309E+01,1.13770E-01,5.47305E-01
-4.3647408E-02,1.23504E+00,1.09285E+01,1.18652E-01,5.96133E-01
-4.3646720E-02,1.21551E+00,1.05379E+01,1.15723E-01,7.03555E-01
-4.3646032E-02,1.21551E+00,1.05379E+01,1.14746E-01,7.62148E-01
-4.3645344E-02,1.20574E+00,1.08309E+01,1.08887E-01,8.79336E-01
-4.3644656E-02,1.18621E+00,1.09285E+01,1.05957E-01,9.18398E-01
-4.3643968E-02,1.19598E+00,1.13191E+01,1.06934E-01,1.01605E+00
-4.3643280E-02,1.14715E+00,1.12215E+01,1.05957E-01,1.04535E+00
-4.3642592E-02,1.15691E+00,1.17098E+01,1.06934E-01,1.13324E+00
-4.3641904E-02,1.13738E+00,1.15145E+01,1.07910E-01,1.16254E+00
-4.3641216E-02,1.15691E+00,1.11238E+01,1.07910E-01,1.20160E+00
-4.3640528E-02,1.13738E+00,1.09285E+01,1.10840E-01,1.18207E+00
-4.3639840E-02,1.17645E+00,1.07332E+01,1.12793E-01,1.18207E+00
-4.3639152E-02,1.15691E+00,1.06355E+01,1.13770E-01,1.16254E+00
-4.3638464E-02,1.14715E+00,1.05379E+01,1.14746E-01,1.10395E+00
-4.3637776E-02,1.13738E+00,1.11238E+01,1.13770E-01,1.06488E+00
-4.3637088E-02,1.15691E+00,1.12215E+01,1.08887E-01,1.05512E+00
-4.3636400E-02,1.15691E+00,1.12215E+01,1.10840E-01,9.96523E-01
-4.3635712E-02,4.83086E-01,1.10262E+01,1.10840E-01,9.96523E-01
-4.3635024E-02,-2.20039E-01,1.11238E+01,1.07910E-01,9.76992E-01
-4.3634336E-02,-4.05586E-01,1.07332E+01,1.07910E-01,9.37930E-01
-4.3633648E-02,-3.27461E-01,1.10262E+01,1.07910E-01,9.28164E-01
-4.3632960E-02,-1.02852E-01,1.04402E+01,1.11816E-01,9.86758E-01
-4.3632272E-02,8.26953E-02,1.05379E+01,1.11816E-01,9.67227E-01
-4.3631584E-02,1.51055E-01,1.07332E+01,1.11816E-01,1.02582E+00
-4.3630896E-02,1.51055E-01,1.08309E+01,1.14746E-01,1.02582E+00
-4.3630208E-02,9.24609E-02,1.10262E+01,1.09863E-01,1.04535E+00
-4.3629520E-02,-1.49609E-02,1.10262E+01,1.09863E-01,1.04535E+00
-4.3628832E-02,-8.33203E-02,1.11238E+01,1.10840E-01,1.09418E+00
-4.3628144E-02,-1.12617E-01,1.13191E+01,1.08887E-01,1.11371E+00
-4.3627456E-02,-1.02852E-01,1.10262E+01,1.07910E-01,1.14301E+00
-4.3626768E-02,-1.02852E-01,1.11238E+01,1.10840E-01,1.09418E+00
-4.3626080E-02,-1.49609E-02,1.07332E+01,1.09863E-01,1.08441E+00
-4.3625392E-02,4.57031E-03,1.03426E+01,1.10840E-01,1.05512E+00
-4.3624704E-02,1.43359E-02,1.06355E+01,1.11816E-01,1.04535E+00
-4.3624016E-02,-5.19531E-03,1.09285E+01,1.11816E-01,9.96523E-01
-4.3623328E-02,-1.49609E-02,1.07332E+01,1.07910E-01,9.96523E-01
-4.3622640E-02,-8.33203E-02,1.09285E+01,1.10840E-01,9.76992E-01
-4.3621952E-02,-1.12617E-01,1.07332E+01,1.10840E-01,9.96523E-01
-4.3621264E-02,-8.33203E-02,1.11238E+01,1.08887E-01,1.02582E+00
-4.3620576E-02,-5.40234E-02,1.14168E+01,1.05957E-01,1.02582E+00
-4.3619888E-02,-2.47266E-02,1.11238E+01,1.10840E-01,1.08441E+00
-4.3619200E-02,-4.42578E-02,1.15145E+01,1.07910E-01,1.09418E+00
-4.3618512E-02,2.41016E-02,1.09285E+01,1.10840E-01,1.07465E+00
-4.3617824E-02,4.57031E-03,1.09285E+01,1.14746E-01,1.12348E+00
-4.3617136E-02,-5.19531E-03,1.10262E+01,1.11816E-01,1.06488E+00
-4.3616448E-02,-1.49609E-02,1.13191E+01,1.12793E-01,1.06488E+00
-4.3615760E-02,-2.47266E-02,1.09285E+01,1.10840E-01,1.03559E+00
-4.3615072E-02,-5.40234E-02,1.09285E+01,1.10840E-01,1.03559E+00
-4.3614384E-02,-1.49609E-02,1.09285E+01,1.08887E-01,9.96523E-01
-4.3613696E-02,-1.49609E-02,1.08309E+01,1.09863E-01,9.96523E-01
-4.3613008E-02,2.41016E-02,1.02449E+01,1.10840E-01,9.96523E-01
-4.3612320E-02,1.43359E-02,9.75664E+00,1.09863E-01,1.00629E+00
-4.3611632E-02,1.43359E-02,9.26836E+00,1.10840E-01,1.01605E+00
-4.3610944E-02,4.57031E-03,8.09648E+00,1.12793E-01,1.05512E+00
-4.3610256E-02,-1.49609E-02,7.51055E+00,1.10840E-01,1.07465E+00
-4.3609568E-02,1.43359E-02,6.33867E+00,1.11816E-01,1.06488E+00
-4.3608880E-02,-5.19531E-03,5.36211E+00,1.12793E-01,1.05512E+00
-4.3608192E-02,-1.49609E-02,3.79961E+00,1.10840E-01,1.07465E+00
-4.3607504E-02,-5.19531E-03,2.13945E+00,1.10840E-01,1.03559E+00
-4.3606816E-02,4.57031E-03,9.67578E-01,1.07910E-01,1.06488E+00
-4.3606128E-02,4.57031E-03,-2.04297E-01,1.10840E-01,1.03559E+00
-4.3605440E-02,4.57031E-03,-8.87891E-01,1.10840E-01,9.96523E-01
-4.3604752E-02,-5.19531E-03,-2.15742E+00,1.09863E-01,1.02582E+00
-4.3604064E-02,-5.19531E-03,-1.86445E+00,1.09863E-01,1.02582E+00
-4.3603376E-02,-3.44922E-02,-1.76680E+00,1.13770E-01,9.96523E-01
-4.3602688E-02,-4.42578E-02,-1.27852E+00,1.11816E-01,1.05512E+00
-4.3602000E-02,-2.47266E-02,-3.99609E-01,1.10840E-01,1.03559E+00
-4.3601312E-02,-4.42578E-02,3.81641E-01,1.11816E-01,1.04535E+00
-4.3600624E-02,-5.40234E-02,1.35820E+00,1.12793E-01,1.03559E+00
-4.3599936E-02,-1.49609E-02,1.84648E+00,1.10840E-01,1.09418E+00
-4.3599248E-02,-5.19531E-03,2.23711E+00,1.10840E-01,1.04535E+00
-4.3598560E-02,-5.19531E-03,1.65117E+00,1.12793E-01,1.06488E+00
-4.3597872E-02,-5.19531E-03,1.06523E+00,1.10840E-01,1.05512E+00
-4.3597184E-02,4.57031E-03,6.74609E-01,1.12793E-01,1.05512E+00
-4.3596496E-02,-1.49609E-02,-3.99609E-01,1.13770E-01,1.01605E+00
-4.3595808E-02,2.41016E-02,-8.87891E-01,1.13770E-01,1.03559E+00
-4.3595120E-02,1.43359E-02,-1.27852E+00,1.11816E-01,1.04535E+00
-4.3594432E-02,2.41016E-02,-1.37617E+00,1.10840E-01,1.01605E+00
-4.3593744E-02,1.43359E-02,-6.92578E-01,1.12793E-01,1.02582E+00
-4.3593056E-02,2.41016E-02,-3.99609E-01,1.10840E-01,1.03559E+00
-4.3592368E-02,3.38672E-02,3.81641E-01,1.08887E-01,1.03559E+00
-4.3591680E-02,5.33984E-02,9.67578E-01,1.09863E-01,1.06488E+00
-4.3590992E-02,8.26953E-02,1.65117E+00,1.05957E-01,1.08441E+00
-4.3590304E-02,1.43359E-02,2.33477E+00,1.05957E-01,1.06488E+00
-4.3589616E-02,3.38672E-02,2.04180E+00,1.06934E-01,1.03559E+00
-4.3588928E-02,-5.19531E-03,1.65117E+00,1.04980E-01,1.07465E+00
-4.3588240E-02,2.41016E-02,8.69922E-01,1.07910E-01,1.04535E+00
-4.3587552E-02,1.43359E-02,-8.98437E-03,1.04004E-01,1.03559E+00
-4.3586864E-02,-5.19531E-03,-2.04297E-01,9.91211E-02,1.02582E+00
-4.3586176E-02,-1.49609E-02,-4.97266E-01,9.13086E-02,1.03559E+00
-4.3585488E-02,-5.19531E-03,-3.99609E-01,8.93555E-02,9.96523E-01
-4.3584800E-02,4.36328E-02,-3.01953E-01,7.86133E-02,1.05512E+00
-4.3584112E-02,3.38672E-02,2.83984E-01,7.47070E-02,1.07465E+00
-4.3583424E-02,1.43359E-02,6.74609E-01,6.39648E-02,1.07465E+00
-4.3582736E-02,4.57031E-03,1.35820E+00,5.22461E-02,1.03559E+00
-4.3582048E-02,-1.49609E-02,1.65117E+00,4.15039E-02,1.07465E+00
-4.3581360E-02,-2.47266E-02,1.26055E+00,3.56445E-02,1.03559E+00
-4.3580672E-02,-3.44922E-02,9.67578E-01,2.00195E-02,1.03559E+00
-4.3579984E-02,-5.19531E-03,6.74609E-01,1.31836E-02,1.04535E+00
-4.3579296E-02,-3.44922E-02,8.86719E-02,1.46484E-03,9.96523E-01
-4.3578608E-02,-5.19531E-03,-1.06641E-01,-8.30078E-03,1.03559E+00
-4.3577920E-02,-2.47266E-02,-2.04297E-01,-1.41602E-02,1.03559E+00
-4.3577232E-02,1.43359E-02,1.86328E-01,-1.61133E-02,1.03559E+00
-4.3576544E-02,4.57031E-03,1.86328E-01,-2.09961E-02,1.04535E+00
-4.3575856E-02,-5.19531E-03,3.81641E-01,-1.80664E-02,1.05512E+00
-4.3575168E-02,-1.49609E-02,1.06523E+00,-1.51367E-02,1.06488E+00
-4.3574480E-02,-1.49609E-02,6.74609E-01,-1.12305E-02,1.01605E+00
-4.3573792E-02,-2.47266E-02,3.81641E-01,-4.39453E-03,1.07465E+00
-4.3573104E-02,-5.19531E-03,1.86328E-01,4.88281E-04,1.03559E+00
-4.3572416E-02,1.43359E-02,3.81641E-01,4.39453E-03,1.04535E+00
-4.3571728E-02,4.57031E-03,-1.06641E-01,1.31836E-02,1.00629E+00
-4.3571040E-02,1.43359E-02,-3.01953E-01,1.41602E-02,1.05512E+00
-4.3570352E-02,4.57031E-03,2.83984E-01,1.31836E-02,1.02582E+00
-4.3569664E-02,-2.47266E-02,5.76953E-01,1.02539E-02,1.04535E+00
-4.3568976E-02,-1.49609E-02,3.81641E-01,7.32422E-03,1.04535E+00
-4.3568288E-02,-5.19531E-03,8.69922E-01,4.39453E-03,1.03559E+00
-4.3567600E-02,-1.49609E-02,9.67578E-01,-4.39453E-03,1.06488E+00
-4.3566912E-02,1.43359E-02,1.16289E+00,-7.32422E-03,1.06488E+00
-4.3566224E-02,-5.19531E-03,8.69922E-01,-1.12305E-02,1.05512E+00
-4.3565536E-02,1.43359E-02,6.74609E-01,-1.12305E-02,1.05512E+00
-4.3564848E-02,5.33984E-02,4.79297E-01,-8.30078E-03,1.02582E+00
-4.3564160E-02,4.36328E-02,3.81641E-01,-5.37109E-03,1.06488E+00
-4.3563472E-02,3.38672E-02,3.81641E-01,-3.41797E-03,1.01605E+00
-4.3562784E-02,8.26953E-02,4.79297E-01,2.44141E-03,1.03559E+00
-4.3562096E-02,5.33984E-02,6.74609E-01,5.37109E-03,1.03559E+00
-4.3561408E-02,6.31641E-02,8.69922E-01,5.37109E-03,1.05512E+00
-4.3560720E-02,4.36328E-02,8.69922E-01,1.02539E-02,1.03559E+00
-4.3560032E-02,6.31641E-02,5.76953E-01,5.37109E-03,1.04535E+00
-4.3559344E-02,5.33984E-02,5.76953E-01,6.34766E-03,1.05512E+00
-4.3558656E-02,5.33984E-02,2.83984E-01,-4.88281E-04,1.00629E+00
-4.3557968E-02,-5.19531E-03,8.86719E-02,-4.88281E-04,1.04535E+00
-4.3557280E-02,-5.19531E-03,-2.04297E-01,-9.27734E-03,1.02582E+00
-4.3556592E-02,2.41016E-02,-2.04297E-01,-8.30078E-03,1.01605E+00
-4.3555904E-02,-1.49609E-02,-8.98437E-03,-9.27734E-03,1.01605E+00
-4.3555216E-02,-5.19531E-03,5.76953E-01,-5.37109E-03,9.96523E-01
-4.3554528E-02,-5.19531E-03,6.74609E-01,-3.41797E-03,9.76992E-01
-4.3553840E-02,-1.49609E-02,7.72266E-01,-4.88281E-04,9.57461E-01
-4.3553152E-02,3.38672E-02,2.83984E-01,3.41797E-03,9.28164E-01
-4.3552464E-02,5.33984E-02,5.76953E-01,4.39453E-03,8.79336E-01
-4.3551776E-02,6.31641E-02,8.86719E-02,6.34766E-03,8.59805E-01
-4.3551088E-02,4.36328E-02,2.83984E-01,7.32422E-03,7.91445E-01
-4.3550400E-02,5.33984E-02,1.86328E-01,4.88281E-04,7.52383E-01
-4.3549712E-02,7.29297E-02,-1.06641E-01,-4.88281E-04,7.23086E-01
-4.3549024E-02,4.36328E-02,2.83984E-01,-3.41797E-03,6.54727E-01
-4.3548336E-02,2.41016E-02,8.86719E-02,-6.34766E-03,5.47305E-01
-4.3547648E-02,-1.49609E-02,4.79297E-01,-8.30078E-03,4.59414E-01
-4.3546960E-02,-1.49609E-02,5.76953E-01,-6.34766E-03,4.00820E-01
-4.3546272E-02,-3.44922E-02,5.76953E-01,-6.34766E-03,3.42227E-01
-4.3545584E-02,-1.49609E-02,5.76953E-01,-1.46484E-03,2.34805E-01
-4.3544896E-02,1.43359E-02,2.83984E-01,2.44141E-03,1.66445E-01
-4.3544208E-02,2.41016E-02,8.86719E-02,-1.46484E-03,1.37148E-01
-4.3543520E-02,5.33984E-02,-1.06641E-01,1.46484E-03,3.94922E-02
-4.3542832E-02,6.31641E-02,-8.98437E-03,2.44141E-03,-3.86328E-02
-4.3542144E-02,5.33984E-02,-3.01953E-01,4.88281E-04,-9.72266E-02
-4.3541456E-02,4.36328E-02,-1.06641E-01,-4.88281E-04,-1.06992E-01
-4.3540768E-02,4.36328E-02,1.86328E-01,-1.46484E-03,-1.26523E-01
-4.3540080E-02,6.31641E-02,2.83984E-01,-3.41797E-03,-1.36289E-01
-4.3539392E-02,5.33984E-02,7.72266E-01,-7.32422E-03,-1.06992E-01
-4.3538704E-02,1.43359E-02,8.69922E-01,-6.34766E-03,-5.81641E-02
-4.3538016E-02,1.43359E-02,5.76953E-01,-4.39453E-03,-1.91016E-02
-4.3537328E-02,3.38672E-02,6.74609E-01,-3.41797E-03,4.92578E-02
-4.3536640E-02,3.38672E-02,1.86328E-01,1.46484E-03,6.87891E-02
-4.3535952E-02,5.33984E-02,-8.98437E-03,2.44141E-03,9.80859E-02
-4.3535264E-02,2.41016E-02,1.86328E-01,-1.46484E-03,1.27383E-01
-4.3534576E-02,6.31641E-02,2.83984E-01,-4.88281E-04,1.37148E-01
-4.3533888E-02,5.33984E-02,4.79297E-01,-3.41797E-03,1.56680E-01
-4.3533200E-02,3.38672E-02,6.74609E-01,-3.41797E-03,1.37148E-01
-4.3532512E-02,5.33984E-02,6.74609E-01,-7.32422E-03,9.80859E-02
-4.3531824E-02,-5.19531E-03,6.74609E-01,-4.88281E-04,9.80859E-02
-4.3531136E-02,4.57031E-03,2.83984E-01,-3.41797E-03,3.94922E-02
-4.3530448E-02,-5.19531E-03,8.86719E-02,-3.41797E-03,1.01953E-02
-4.3529760E-02,4.57031E-03,-8.98437E-03,-3.41797E-03,-9.33594E-03
-4.3529072E-02,-5.19531E-03,-8.98437E-03,-4.88281E-04,-1.91016E-02
-4.3528384E-02,4.57031E-03,-1.06641E-01,-4.88281E-04,-3.86328E-02
-4.3527696E-02,2.41016E-02,-1.06641E-01,-4.88281E-04,-7.76953E-02
-4.3527008E-02,2.41016E-02,8.86719E-02,-1.46484E-03,-4.83984E-02
-4.3526320E-02,4.36328E-02,4.79297E-01,4.88281E-04,-9.33594E-03
-4.3525632E-02,5.33984E-02,5.76953E-01,4.88281E-04,3.94922E-02
-4.3524944E-02,3.38672E-02,5.76953E-01,-6.34766E-03,4.92578E-02
-4.3524256E-02,2.41016E-02,4.79297E-01,-1.46484E-03,6.87891E-02
-4.3523568E-02,4.57031E-03,6.74609E-01,-2.44141E-03,9.80859E-02
-4.3522880E-02,1.43359E-02,7.72266E-01,-2.44141E-03,7.85547E-02
-4.3522192E-02,-5.19531E-03,8.86719E-02,-3.41797E-03,1.07852E-01
-4.3521504E-02,-5.19531E-03,8.86719E-02,-4.88281E-04,7.85547E-02
-4.3520816E-02,4.57031E-03,8.86719E-02,-4.88281E-04,4.92578E-02
-4.3520128E-02,4.36328E-02,-8.98437E-03,-4.39453E-03,1.99609E-02
-4.3519440E-02,2.41016E-02,2.83984E-01,-4.88281E-04,-9.33594E-03
-4.3518752E-02,3.38672E-02,1.86328E-01,-3.41797E-03,4.29687E-04
-4.3518064E-02,-5.19531E-03,1.86328E-01,-4.88281E-04,-9.33594E-03
-4.3517376E-02,3.38672E-02,-8.98437E-03,-4.88281E-04,-1.91016E-02
-4.3516688E-02,2.41016E-02,3.81641E-01,-3.41797E-03,1.99609E-02
-4.3516000E-02,2.41016E-02,8.86719E-02,-2.44141E-03,4.29687E-04
-4.3515312E-02,2.41016E-02,-8.98437E-03,-2.44141E-03,-9.33594E-03
-4.3514624E-02,-1.49609E-02,-8.98437E-03,4.88281E-04,5.90234E-02
-4.3513936E-02,1.43359E-02,8.86719E-02,-4.88281E-04,6.87891E-02
-4.3513248E-02,-5.19531E-03,1.86328E-01,-4.88281E-04,5.90234E-02
-4.3512560E-02,3.38672E-02,-8.98437E-03,-4.88281E-04,6.87891E-02
-4.3511872E-02,5.33984E-02,2.83984E-01,-1.46484E-03,5.90234E-02
-4.3511184E-02,2.41016E-02,1.86328E-01,-4.39453E-03,3.94922E-02
-4.3510496E-02,4.36328E-02,-8.98437E-03,-3.41797E-03,2.97266E-02
-4.3509808E-02,4.36328E-02,-8.98437E-03,-4.39453E-03,1.01953E-02
-4.3509120E-02,3.38672E-02,2.83984E-01,-5.37109E-03,-9.33594E-03
-4.3508432E-02,3.38672E-02,1.86328E-01,-4.39453E-03,-9.33594E-03
-4.3507744E-02,4.57031E-03,-1.06641E-01,-2.44141E-03,3.94922E-02
-4.3507056E-02,2.41016E-02,-2.04297E-01,4.88281E-04,4.92578E-02
-4.3506368E-02,2.41016E-02,-8.98437E-03,-3.41797E-03,2.97266E-02
-4.3505680E-02,-5.19531E-03,-2.04297E-01,4.88281E-04,1.01953E-02
-4.3504992E-02,4.36328E-02,1.86328E-01,-3.41797E-03,5.90234E-02
-4.3504304E-02,2.41016E-02,-8.98437E-03,-3.41797E-03,7.85547E-02
-4.3503616E-02,1.43359E-02,-8.98437E-03,-2.44141E-03,4.92578E-02
-4.3502928E-02,-5.19531E-03,1.86328E-01,-2.44141E-03,3.94922E-02
-4.3502240E-02,1.43359E-02,-8.98437E-03,-3.41797E-03,1.99609E-02
-4.3501552E-02,3.38672E-02,-1.06641E-01,-3.41797E-03,4.29687E-04
-4.3500864E-02,-1.49609E-02,-8.98437E-03,-1.46484E-03,-9.33594E-03
-4.3500176E-02,5.33984E-02,1.86328E-01,-5.37109E-03,2.97266E-02
-4.3499488E-02,-5.19531E-03,-8.98437E-03,-1.46484E-03,-1.91016E-02
-4.3498800E-02,-5.19531E-03,1.86328E-01,-1.46484E-03,1.99609E-02
-4.3498112E-02,3.38672E-02,-1.06641E-01,-4.88281E-04,1.99609E-02
-4.3497424E-02,2.41016E-02,-8.98437E-03,-4.88281E-04,1.01953E-02
-4.3496736E-02,2.41016E-02,8.86719E-02,-3.41797E-03,3.94922E-02
-4.3496048E-02,1.43359E-02,-8.98437E-03,-4.39453E-03,1.01953E-02
-4.3495360E-02,4.36328E-02,-8.98437E-03,-2.44141E-03,2.97266E-02
-4.3494672E-02,3.38672E-02,8.86719E-02,-3.41797E-03,5.90234E-02
-4.3493984E-02,-5.19531E-03,8.86719E-02,-1.46484E-03,2.97266E-02
-4.3493296E-02,2.41016E-02,3.81641E-01,-1.46484E-03,1.01953E-02
-4.3492608E-02,1.43359E-02,-8.98437E-03,-4.88281E-04,1.01953E-02
-4.3491920E-02,-1.49609E-02,1.86328E-01,2.44141E-03,4.29687E-04
-4.3491232E-02,-5.19531E-03,1.86328E-01,-1.46484E-03,1.01953E-02
-4.3490544E-02,-1.49609E-02,1.86328E-01,-4.88281E-04,4.29687E-04
-4.3489856E-02,-5.19531E-03,-1.06641E-01,4.88281E-04,-9.33594E-03
-4.3489168E-02,-5.19531E-03,8.86719E-02,-3.41797E-03,1.99609E-02
-4.3488480E-02,4.57031E-03,-8.98437E-03,-2.44141E-03,2.97266E-02
-4.3487792E-02,-1.49609E-02,-1.06641E-01,-4.39453E-03,5.90234E-02
-4.3487104E-02,1.43359E-02,-2.04297E-01,-3.41797E-03,3.94922E-02
-4.3486416E-02,4.57031E-03,1.86328E-01,-6.34766E-03,4.92578E-02
-4.3485728E-02,-5.19531E-03,1.86328E-01,-4.88281E-04,2.97266E-02
-4.3485040E-02,2.41016E-02,2.83984E-01,-4.88281E-04,4.92578E-02
-4.3484352E-02,2.41016E-02,-1.06641E-01,-4.88281E-04,1.99609E-02
-4.3483664E-02,2.41016E-02,-2.04297E-01,-4.88281E-04,1.01953E-02
-4.3482976E-02,-5.19531E-03,-8.98437E-03,4.88281E-04,1.01953E-02
-4.3482288E-02,-2.47266E-02,-3.99609E-01,4.88281E-04,-2.88672E-02
-4.3481600E-02,-1.49609E-02,-4.97266E-01,-1.46484E-03,1.99609E-02
-4.3480912E-02,-1.49609E-02,-3.01953E-01,-1.46484E-03,2.97266E-02
-4.3480224E-02,-1.49609E-02,-2.04297E-01,-3.41797E-03,4.92578E-02
-4.3479536E-02,-5.19531E-03,-1.06641E-01,-5.37109E-03,1.01953E-02
-4.3478848E-02,-5.19531E-03,-8.98437E-03,-2.44141E-03,1.99609E-02
-4.3478160E-02,4.57031E-03,1.86328E-01,1.46484E-03,3.94922E-02
-4.3477472E-02,4.57031E-03,2.83984E-01,4.88281E-04,2.97266E-02
-4.3476784E-02,2.41016E-02,-2.04297E-01,-4.88281E-04,4.29687E-04
-4.3476096E-02,-5.19531E-03,-2.04297E-01,-3.41797E-03,1.99609E-02
-4.3475408E-02,3.38672E-02,-3.01953E-01,-4.88281E-04,4.29687E-04
-4.3474720E-02,-1.49609E-02,-8.98437E-03,-3.41797E-03,-1.91016E-02
-4.3474032E-02,-5.19531E-03,-1.06641E-01,-3.41797E-03,4.29687E-04
-4.3473344E-02,4.57031E-03,-2.04297E-01,-3.41797E-03,2.97266E-02
-4.3472656E-02,-5.19531E-03,8.86719E-02,-3.41797E-03,2.97266E-02
-4.3471968E-02,-5.19531E-03,-8.98437E-03,-4.88281E-04,2.97266E-02
-4.3471280E-02,2.41016E-02,-3.01953E-01,-1.46484E-03,2.97266E-02
-4.3470592E-02,1.43359E-02,-3.99609E-01,-3.41797E-03,2.97266E-02
-4.3469904E-02,4.57031E-03,-1.06641E-01,1.46484E-03,2.97266E-02
-4.3469216E-02,1.43359E-02,8.86719E-02,4.88281E-04,2.97266E-02
-4.3468528E-02,2.41016E-02,-3.01953E-01,-4.88281E-04,1.99609E-02
-4.3467840E-02,1.43359E-02,-3.01953E-01,-2.44141E-03,2.97266E-02
-4.3467152E-02,-5.19531E-03,-3.01953E-01,-3.41797E-03,1.99609E-02
-4.3466464E-02,-1.49609E-02,-1.06641E-01,-3.41797E-03,4.92578E-02
-4.3465776E-02,4.57031E-03,-1.06641E-01,-3.41797E-03,1.99609E-02
-4.3465088E-02,-2.47266E-02,-2.04297E-01,-2.44141E-03,1.01953E-02
-4.3464400E-02,1.43359E-02,-1.06641E-01,-4.88281E-04,4.92578E-02
-4.3463712E-02,-2.47266E-02,8.86719E-02,-1.46484E-03,2.97266E-02
-4.3463024E-02,-5.19531E-03,8.86719E-02,-1.46484E-03,3.94922E-02
-4.3462336E-02,-3.44922E-02,-1.06641E-01,-3.41797E-03,1.99609E-02
-4.3461648E-02,-5.19531E-03,-8.98437E-03,4.88281E-04,2.97266E-02
-4.3460960E-02,-1.49609E-02,-2.04297E-01,4.88281E-04,1.99609E-02
-4.3460272E-02,-1.49609E-02,-1.06641E-01,-2.44141E-03,4.92578E-02
-4.3459584E-02,-1.49609E-02,-3.99609E-01,-3.41797E-03,1.01953E-02
-4.3458896E-02,-2.47266E-02,-3.99609E-01,-4.39453E-03,1.99609E-02
-4.3458208E-02,-1.49609E-02,-3.01953E-01,-3.41797E-03,2.97266E-02
-4.3457520E-02,-3.44922E-02,-8.98437E-03,-4.88281E-04,1.99609E-02
-4.3456832E-02,-4.42578E-02,-8.98437E-03,-3.41797E-03,1.01953E-02
-4.3456144E-02,4.57031E-03,2.83984E-01,-3.41797E-03,2.97266E-02
-4.3455456E-02,1.43359E-02,-2.04297E-01,4.88281E-04,3.94922E-02
-4.3454768E-02,-1.49609E-02,-2.04297E-01,-2.44141E-03,5.90234E-02
-4.3454080E-02,-2.47266E-02,-8.98437E-03,4.88281E-04,2.97266E-02
-4.3453392E-02,-3.44922E-02,-3.01953E-01,1.46484E-03,4.92578E-02
-4.3452704E-02,-1.49609E-02,-8.98437E-03,-4.88281E-04,1.99609E-02
-4.3452016E-02,-1.49609E-02,-8.98437E-03,-4.88281E-04,5.90234E-02
-4.3451328E-02,-1.49609E-02,-3.99609E-01,-2.44141E-03,4.29687E-04
-4.3450640E-02,-1.49609E-02,2.83984E-01,-4.88281E-04,1.99609E-02
-4.3449952E-02,-2.47266E-02,-3.99609E-01,4.88281E-04,-9.33594E-03
