in s,C1 in V,C2 in V,C3 in V,C4 in V
-3.3751216E-02,1.13738E+00,1.08309E+01,1.03027E-01,2.25039E-01
-3.3750528E-02,1.15691E+00,1.09285E+01,1.04004E-01,2.93398E-01
-3.3749840E-02,1.15691E+00,1.13191E+01,1.05957E-01,3.51992E-01
-3.3749152E-02,1.16668E+00,1.13191E+01,1.10840E-01,4.00820E-01
-3.3748464E-02,1.17645E+00,1.10262E+01,1.15723E-01,4.59414E-01
-3.3747776E-02,1.18621E+00,1.05379E+01,1.15723E-01,5.27773E-01
-3.3747088E-02,1.22527E+00,1.02449E+01,1.16699E-01,5.76602E-01
-3.3746400E-02,1.21551E+00,1.06355E+01,1.16699E-01,7.32852E-01
-3.3745712E-02,1.22527E+00,1.03426E+01,1.15723E-01,8.01211E-01
-3.3745024E-02,1.20574E+00,1.08309E+01,1.10840E-01,8.59805E-01
-3.3744336E-02,1.17645E+00,1.08309E+01,1.10840E-01,9.18398E-01
-3.3743648E-02,1.19598E+00,1.13191E+01,1.06934E-01,1.00629E+00
-3.3742960E-02,1.17645E+00,1.14168E+01,1.09863E-01,1.06488E+00
-3.3742272E-02,1.15691E+00,1.13191E+01,1.04004E-01,1.13324E+00
-3.3741584E-02,1.13738E+00,1.12215E+01,1.06934E-01,1.13324E+00
-3.3740896E-02,1.13738E+00,1.10262E+01,1.12793E-01,1.20160E+00
-3.3740208E-02,1.13738E+00,1.09285E+01,1.12793E-01,1.17230E+00
-3.3739520E-02,1.15691E+00,1.07332E+01,1.14746E-01,1.16254E+00
-3.3738832E-02,1.12762E+00,1.09285E+01,1.14746E-01,1.13324E+00
-3.3738144E-02,1.19598E+00,1.07332E+01,1.13770E-01,1.13324E+00
-3.3737456E-02,1.15691E+00,1.08309E+01,1.14746E-01,1.05512E+00
-3.3736768E-02,1.13738E+00,1.06355E+01,1.09863E-01,1.03559E+00
-3.3736080E-02,1.15691E+00,1.11238E+01,1.10840E-01,9.37930E-01
-3.3735392E-02,1.15691E+00,1.12215E+01,1.06934E-01,9.57461E-01
-3.3734704E-02,1.13738E+00,1.09285E+01,1.06934E-01,9.18398E-01
-3.3734016E-02,1.15691E+00,1.07332E+01,1.09863E-01,9.08633E-01
-3.3733328E-02,1.12762E+00,1.10262E+01,1.06934E-01,9.08633E-01
-3.3732640E-02,1.15691E+00,1.07332E+01,1.11816E-01,9.37930E-01
-3.3731952E-02,1.20574E+00,1.08309E+01,1.15723E-01,9.28164E-01
-3.3731264E-02,1.17645E+00,1.08309E+01,1.14746E-01,1.01605E+00
-3.3730576E-02,1.22527E+00,1.09285E+01,1.13770E-01,9.96523E-01
-3.3729888E-02,1.19598E+00,1.09285E+01,1.11816E-01,1.07465E+00
-3.3729200E-02,1.19598E+00,1.13191E+01,1.11816E-01,1.07465E+00
-3.3728512E-02,1.15691E+00,1.14168E+01,1.11816E-01,1.13324E+00
-3.3727824E-02,1.17645E+00,1.12215E+01,1.07910E-01,1.07465E+00
-3.3727136E-02,1.17645E+00,1.09285E+01,1.08887E-01,1.11371E+00
-3.3726448E-02,1.13738E+00,1.09285E+01,1.10840E-01,1.09418E+00
-3.3725760E-02,1.16668E+00,1.06355E+01,1.08887E-01,1.06488E+00
-3.3725072E-02,1.13738E+00,1.06355E+01,1.10840E-01,1.02582E+00
-3.3724384E-02,1.17645E+00,1.06355E+01,1.11816E-01,9.96523E-01
-3.3723696E-02,1.17645E+00,1.06355E+01,1.12793E-01,9.96523E-01
-3.3723008E-02,1.19598E+00,1.08309E+01,1.10840E-01,9.96523E-01
-3.3722320E-02,1.16668E+00,1.11238E+01,1.11816E-01,9.67227E-01
-3.3721632E-02,1.17645E+00,1.09285E+01,1.07910E-01,9.96523E-01
-3.3720944E-02,1.17645E+00,1.10262E+01,1.10840E-01,9.96523E-01
-3.3720256E-02,1.19598E+00,1.12215E+01,1.07910E-01,9.96523E-01
-3.3719568E-02,1.16668E+00,1.13191E+01,1.10840E-01,1.03559E+00
-3.3718880E-02,1.16668E+00,1.11238E+01,1.07910E-01,1.06488E+00
-3.3718192E-02,1.13738E+00,1.09285E+01,1.10840E-01,1.04535E+00
-3.3717504E-02,1.19598E+00,1.11238E+01,1.10840E-01,1.10395E+00
-3.3716816E-02,1.13738E+00,1.10262E+01,1.11816E-01,1.05512E+00
-3.3716128E-02,1.19598E+00,1.06355E+01,1.10840E-01,1.06488E+00
-3.3715440E-02,1.16668E+00,1.11238E+01,1.13770E-01,1.02582E+00
-3.3714752E-02,1.18621E+00,1.10262E+01,1.11816E-01,1.01605E+00
-3.3714064E-02,1.15691E+00,1.10262E+01,1.10840E-01,1.01605E+00
-3.3713376E-02,1.17645E+00,1.13191E+01,1.08887E-01,1.03559E+00
-3.3712688E-02,1.15691E+00,1.09285E+01,1.10840E-01,9.67227E-01
-3.3712000E-02,1.15691E+00,1.13191E+01,1.09863E-01,9.96523E-01
-3.3711312E-02,1.13738E+00,1.11238E+01,1.10840E-01,9.86758E-01
-3.3710624E-02,1.16668E+00,1.13191E+01,1.11816E-01,1.06488E+00
-3.3709936E-02,1.15691E+00,1.10262E+01,1.11816E-01,1.03559E+00
-3.3709248E-02,1.14715E+00,1.13191E+01,1.12793E-01,1.06488E+00
-3.3708560E-02,1.16668E+00,1.12215E+01,1.13770E-01,1.05512E+00
-3.3707872E-02,1.18621E+00,1.10262E+01,1.08887E-01,1.06488E+00
-3.3707184E-02,1.17645E+00,1.10262E+01,1.10840E-01,1.02582E+00
-3.3706496E-02,1.16668E+00,1.10262E+01,1.09863E-01,1.03559E+00
-3.3705808E-02,1.14715E+00,1.11238E+01,1.10840E-01,1.03559E+00
-3.3705120E-02,1.16668E+00,1.10262E+01,1.08887E-01,1.01605E+00
-3.3704432E-02,1.19598E+00,1.10262E+01,1.09863E-01,9.96523E-01
-3.3703744E-02,1.20574E+00,1.11238E+01,1.07910E-01,9.96523E-01
-3.3703056E-02,1.16668E+00,1.07332E+01,1.10840E-01,9.76992E-01
-3.3702368E-02,1.18621E+00,1.09285E+01,1.08887E-01,1.04535E+00
-3.3701680E-02,1.15691E+00,1.11238E+01,1.12793E-01,1.03559E+00
-3.3700992E-02,1.17645E+00,1.13191E+01,1.16699E-01,1.02582E+00
-3.3700304E-02,1.17645E+00,1.12215E+01,1.10840E-01,1.05512E+00
-3.3699616E-02,1.16668E+00,1.13191E+01,1.10840E-01,1.07465E+00
-3.3698928E-02,1.14715E+00,1.11238E+01,1.13770E-01,1.04535E+00
-3.3698240E-02,1.20574E+00,1.13191E+01,1.12793E-01,1.04535E+00
-3.3697552E-02,1.17645E+00,1.14168E+01,1.10840E-01,1.03559E+00
-3.3696864E-02,1.18621E+00,1.14168E+01,1.13770E-01,1.02582E+00
-3.3696176E-02,1.16668E+00,1.10262E+01,1.12793E-01,1.02582E+00
-3.3695488E-02,1.19598E+00,1.12215E+01,1.11816E-01,1.01605E+00
-3.3694800E-02,1.16668E+00,1.14168E+01,1.14746E-01,1.01605E+00
-3.3694112E-02,1.18621E+00,1.10262E+01,1.11816E-01,1.03559E+00
-3.3693424E-02,1.16668E+00,1.11238E+01,1.10840E-01,1.03559E+00
-3.3692736E-02,1.22527E+00,1.09285E+01,1.10840E-01,1.08441E+00
-3.3692048E-02,1.20574E+00,1.10262E+01,1.11816E-01,1.01605E+00
-3.3691360E-02,1.18621E+00,1.10262E+01,1.11816E-01,1.04535E+00
-3.3690672E-02,1.20574E+00,1.09285E+01,1.10840E-01,1.05512E+00
-3.3689984E-02,1.21551E+00,1.10262E+01,1.08887E-01,1.04535E+00
-3.3689296E-02,1.20574E+00,1.13191E+01,1.06934E-01,1.03559E+00
-3.3688608E-02,1.20574E+00,1.14168E+01,1.06934E-01,1.06488E+00
-3.3687920E-02,1.21551E+00,1.13191E+01,1.10840E-01,1.00629E+00
-3.3687232E-02,1.22527E+00,1.10262E+01,1.11816E-01,1.03559E+00
-3.3686544E-02,1.20574E+00,1.12215E+01,1.11816E-01,9.96523E-01
-3.3685856E-02,1.20574E+00,1.10262E+01,1.10840E-01,9.96523E-01
-3.3685168E-02,1.16668E+00,1.12215E+01,1.12793E-01,9.86758E-01
-3.3684480E-02,1.19598E+00,1.10262E+01,1.12793E-01,1.03559E+00
-3.3683792E-02,1.18621E+00,1.14168E+01,1.07910E-01,1.03559E+00
-3.3683104E-02,1.20574E+00,1.17098E+01,1.12793E-01,1.02582E+00
-3.3682416E-02,1.17645E+00,1.14168E+01,1.12793E-01,1.06488E+00
-3.3681728E-02,1.21551E+00,1.12215E+01,1.10840E-01,1.03559E+00
-3.3681040E-02,1.20574E+00,1.13191E+01,1.14746E-01,1.03559E+00
-3.3680352E-02,1.23504E+00,1.15145E+01,1.12793E-01,1.03559E+00
-3.3679664E-02,1.22527E+00,1.14168E+01,1.10840E-01,1.00629E+00
-3.3678976E-02,1.18621E+00,1.13191E+01,1.12793E-01,1.02582E+00
-3.3678288E-02,1.21551E+00,1.09285E+01,1.10840E-01,1.04535E+00
-3.3677600E-02,1.19598E+00,1.11238E+01,1.07910E-01,9.96523E-01
-3.3676912E-02,1.19598E+00,1.10262E+01,1.10840E-01,1.05512E+00
-3.3676224E-02,1.16668E+00,1.10262E+01,1.07910E-01,1.06488E+00
-3.3675536E-02,1.19598E+00,1.11238E+01,1.10840E-01,1.02582E+00
-3.3674848E-02,1.16668E+00,1.15145E+01,1.10840E-01,1.05512E+00
-3.3674160E-02,1.19598E+00,1.15145E+01,1.10840E-01,1.02582E+00
-3.3673472E-02,1.19598E+00,1.16121E+01,1.11816E-01,1.06488E+00
-3.3672784E-02,1.19598E+00,1.14168E+01,1.10840E-01,1.02582E+00
-3.3672096E-02,1.17645E+00,1.14168E+01,1.13770E-01,1.02582E+00
-3.3671408E-02,1.17645E+00,1.13191E+01,1.10840E-01,1.03559E+00
-3.3670720E-02,1.19598E+00,1.14168E+01,1.10840E-01,1.02582E+00
-3.3670032E-02,1.19598E+00,1.12215E+01,1.10840E-01,1.04535E+00
-3.3669344E-02,1.18621E+00,1.10262E+01,1.08887E-01,1.03559E+00
-3.3668656E-02,1.20574E+00,1.11238E+01,1.10840E-01,1.01605E+00
-3.3667968E-02,1.14715E+00,1.16121E+01,1.08887E-01,1.06488E+00
-3.3667280E-02,1.20574E+00,1.14168E+01,1.10840E-01,1.02582E+00
-3.3666592E-02,1.17645E+00,1.14168E+01,1.10840E-01,1.06488E+00
-3.3665904E-02,1.18621E+00,1.12215E+01,1.13770E-01,1.02582E+00
-3.3665216E-02,1.20574E+00,1.12215E+01,1.11816E-01,1.08441E+00
-3.3664528E-02,1.20574E+00,1.15145E+01,1.11816E-01,1.01605E+00
-3.3663840E-02,1.17645E+00,1.13191E+01,1.11816E-01,1.05512E+00
-3.3663152E-02,1.20574E+00,1.10262E+01,1.09863E-01,1.02582E+00
-3.3662464E-02,1.20574E+00,1.13191E+01,1.09863E-01,1.02582E+00
-3.3661776E-02,1.18621E+00,1.14168E+01,1.09863E-01,1.02582E+00
-3.3661088E-02,1.20574E+00,1.11238E+01,1.10840E-01,1.05512E+00
-3.3660400E-02,1.16668E+00,1.15145E+01,1.11816E-01,1.03559E+00
-3.3659712E-02,1.21551E+00,1.17098E+01,1.10840E-01,1.06488E+00
-3.3659024E-02,1.18621E+00,1.15145E+01,1.10840E-01,1.04535E+00
-3.3658336E-02,1.20574E+00,1.14168E+01,1.10840E-01,1.07465E+00
-3.3657648E-02,1.21551E+00,1.16121E+01,1.13770E-01,1.03559E+00
-3.3656960E-02,1.21551E+00,1.13191E+01,1.11816E-01,1.06488E+00
-3.3656272E-02,1.20574E+00,1.12215E+01,1.11816E-01,1.05512E+00
-3.3655584E-02,1.20574E+00,1.13191E+01,1.09863E-01,1.03559E+00
-3.3654896E-02,1.15691E+00,1.14168E+01,1.13770E-01,1.02582E+00
-3.3654208E-02,1.23504E+00,1.16121E+01,1.10840E-01,1.03559E+00
-3.3653520E-02,1.17645E+00,1.15145E+01,1.10840E-01,1.06488E+00
-3.3652832E-02,1.20574E+00,1.11238E+01,1.09863E-01,1.06488E+00
-3.3652144E-02,1.21551E+00,1.13191E+01,1.12793E-01,1.04535E+00
-3.3651456E-02,1.21551E+00,1.13191E+01,1.07910E-01,1.05512E+00
-3.3650768E-02,1.18621E+00,1.15145E+01,1.11816E-01,9.96523E-01
-3.3650080E-02,1.18621E+00,1.15145E+01,1.10840E-01,1.03559E+00
-3.3649392E-02,1.17645E+00,1.11238E+01,1.10840E-01,1.02582E+00
-3.3648704E-02,1.21551E+00,1.14168E+01,1.09863E-01,1.05512E+00
-3.3648016E-02,1.20574E+00,1.13191E+01,1.10840E-01,1.03559E+00
-3.3647328E-02,1.20574E+00,1.16121E+01,1.07910E-01,1.03559E+00
-3.3646640E-02,1.21551E+00,1.12215E+01,1.08887E-01,1.02582E+00
-3.3645952E-02,1.18621E+00,1.11238E+01,1.07910E-01,1.03559E+00
-3.3645264E-02,1.23504E+00,1.15145E+01,1.11816E-01,1.03559E+00
-3.3644576E-02,1.21551E+00,1.11238E+01,1.11816E-01,1.06488E+00
-3.3643888E-02,1.21551E+00,1.12215E+01,1.10840E-01,1.01605E+00
-3.3643200E-02,1.24480E+00,1.11238E+01,1.12793E-01,1.07465E+00
-3.3642512E-02,1.18621E+00,1.16121E+01,1.09863E-01,1.02582E+00
-3.3641824E-02,1.21551E+00,1.14168E+01,1.09863E-01,1.03559E+00
-3.3641136E-02,1.21551E+00,1.14168E+01,1.10840E-01,1.02582E+00
-3.3640448E-02,1.21551E+00,1.14168E+01,1.10840E-01,1.04535E+00
-3.3639760E-02,1.20574E+00,1.16121E+01,1.09863E-01,1.03559E+00
-3.3639072E-02,1.18621E+00,1.13191E+01,1.10840E-01,1.06488E+00
-3.3638384E-02,1.17645E+00,1.14168E+01,1.11816E-01,1.02582E+00
-3.3637696E-02,1.20574E+00,1.13191E+01,1.10840E-01,1.03559E+00
-3.3637008E-02,1.20574E+00,1.15145E+01,1.12793E-01,1.03559E+00
-3.3636320E-02,1.23504E+00,1.14168E+01,1.08887E-01,1.06488E+00
-3.3635632E-02,6.78398E-01,1.15145E+01,1.10840E-01,1.04535E+00
-3.3634944E-02,-6.37891E-02,1.16121E+01,1.09863E-01,1.01605E+00
-3.3634256E-02,-3.37227E-01,1.14168E+01,1.10840E-01,1.05512E+00
-3.3633568E-02,-2.59102E-01,1.16121E+01,1.07910E-01,1.00629E+00
-3.3632880E-02,-1.12617E-01,1.11238E+01,1.10840E-01,1.01605E+00
-3.3632192E-02,1.02227E-01,1.11238E+01,1.09863E-01,1.04535E+00
-3.3631504E-02,1.70586E-01,1.14168E+01,1.12793E-01,1.04535E+00
-3.3630816E-02,1.90117E-01,1.10262E+01,1.08887E-01,1.05512E+00
-3.3630128E-02,1.31523E-01,1.12215E+01,1.12793E-01,1.03559E+00
-3.3629440E-02,5.33984E-02,1.15145E+01,1.09863E-01,1.04535E+00
-3.3628752E-02,-5.40234E-02,1.14168E+01,1.06934E-01,1.03559E+00
-3.3628064E-02,-7.35547E-02,1.16121E+01,1.10840E-01,1.05512E+00
-3.3627376E-02,-8.33203E-02,1.14168E+01,1.10840E-01,1.06488E+00
-3.3626688E-02,-4.42578E-02,1.12215E+01,1.08887E-01,1.03559E+00
-3.3626000E-02,3.38672E-02,1.13191E+01,1.05957E-01,1.03559E+00
-3.3625312E-02,4.36328E-02,1.16121E+01,1.10840E-01,1.04535E+00
-3.3624624E-02,5.33984E-02,1.12215E+01,1.07910E-01,1.03559E+00
-3.3623936E-02,3.38672E-02,1.14168E+01,1.10840E-01,1.04535E+00
-3.3623248E-02,-5.19531E-03,1.12215E+01,1.08887E-01,1.03559E+00
-3.3622560E-02,-2.47266E-02,1.17098E+01,1.09863E-01,1.06488E+00
-3.3621872E-02,-8.33203E-02,1.14168E+01,1.10840E-01,9.96523E-01
-3.3621184E-02,-7.35547E-02,1.16121E+01,1.10840E-01,1.06488E+00
-3.3620496E-02,-7.35547E-02,1.13191E+01,1.11816E-01,1.06488E+00
-3.3619808E-02,1.43359E-02,1.11238E+01,1.08887E-01,1.04535E+00
-3.3619120E-02,3.38672E-02,1.14168E+01,1.09863E-01,1.04535E+00
-3.3618432E-02,4.36328E-02,1.14168E+01,1.10840E-01,1.07465E+00
-3.3617744E-02,2.41016E-02,1.13191E+01,1.07910E-01,1.02582E+00
-3.3617056E-02,1.43359E-02,1.12215E+01,1.11816E-01,1.01605E+00
-3.3616368E-02,-5.19531E-03,1.12215E+01,1.10840E-01,1.02582E+00
-3.3615680E-02,-1.49609E-02,1.13191E+01,1.09863E-01,1.02582E+00
-3.3614992E-02,-1.49609E-02,1.11238E+01,1.13770E-01,1.03559E+00
-3.3614304E-02,-5.19531E-03,1.09285E+01,1.10840E-01,1.05512E+00
-3.3613616E-02,4.57031E-03,1.07332E+01,1.10840E-01,1.03559E+00
-3.3612928E-02,1.43359E-02,1.04402E+01,1.09863E-01,1.03559E+00
-3.3612240E-02,3.38672E-02,1.01473E+01,1.09863E-01,1.03559E+00
-3.3611552E-02,7.29297E-02,9.95195E+00,1.06934E-01,1.06488E+00
-3.3610864E-02,6.31641E-02,8.68242E+00,1.09863E-01,1.02582E+00
-3.3610176E-02,6.31641E-02,8.09648E+00,1.10840E-01,1.03559E+00
-3.3609488E-02,3.38672E-02,6.63164E+00,1.10840E-01,1.03559E+00
-3.3608800E-02,1.43359E-02,5.65508E+00,1.09863E-01,1.04535E+00
-3.3608112E-02,2.41016E-02,3.99492E+00,1.10840E-01,1.04535E+00
-3.3607424E-02,2.41016E-02,2.92070E+00,1.12793E-01,1.07465E+00
-3.3606736E-02,3.38672E-02,1.45586E+00,1.10840E-01,1.02582E+00
-3.3606048E-02,5.33984E-02,-1.06641E-01,1.10840E-01,1.06488E+00
-3.3605360E-02,8.26953E-02,-1.08320E+00,1.08887E-01,1.04535E+00
-3.3604672E-02,6.31641E-02,-1.57148E+00,1.06934E-01,1.04535E+00
-3.3603984E-02,3.38672E-02,-1.76680E+00,1.10840E-01,1.05512E+00
-3.3603296E-02,-5.19531E-03,-1.66914E+00,1.07910E-01,1.03559E+00
-3.3602608E-02,-5.19531E-03,-1.47383E+00,1.11816E-01,1.02582E+00
-3.3601920E-02,-5.19531E-03,-4.97266E-01,1.09863E-01,1.06488E+00
-3.3601232E-02,-3.44922E-02,5.76953E-01,1.12793E-01,1.03559E+00
-3.3600544E-02,-3.44922E-02,1.26055E+00,1.11816E-01,1.07465E+00
-3.3599856E-02,-4.42578E-02,1.74883E+00,1.10840E-01,1.02582E+00
-3.3599168E-02,1.43359E-02,2.23711E+00,1.11816E-01,1.06488E+00
-3.3598480E-02,3.38672E-02,2.13945E+00,1.12793E-01,1.02582E+00
-3.3597792E-02,4.36328E-02,2.04180E+00,1.10840E-01,1.03559E+00
-3.3597104E-02,5.33984E-02,1.26055E+00,1.10840E-01,1.02582E+00
-3.3596416E-02,6.31641E-02,2.83984E-01,1.07910E-01,1.06488E+00
-3.3595728E-02,2.41016E-02,-6.92578E-01,1.10840E-01,1.03559E+00
-3.3595040E-02,5.33984E-02,-9.85547E-01,1.06934E-01,1.02582E+00
-3.3594352E-02,2.41016E-02,-1.18086E+00,1.11816E-01,1.07465E+00
-3.3593664E-02,4.36328E-02,-7.90234E-01,1.09863E-01,1.07465E+00
-3.3592976E-02,3.38672E-02,-2.04297E-01,1.10840E-01,1.02582E+00
-3.3592288E-02,5.33984E-02,6.74609E-01,1.09863E-01,1.08441E+00
-3.3591600E-02,2.41016E-02,1.35820E+00,1.07910E-01,1.03559E+00
-3.3590912E-02,5.33984E-02,1.65117E+00,1.07910E-01,1.05512E+00
-3.3590224E-02,5.33984E-02,2.04180E+00,1.07910E-01,1.01605E+00
-3.3589536E-02,5.33984E-02,2.13945E+00,1.04980E-01,1.03559E+00
-3.3588848E-02,4.57031E-03,1.65117E+00,1.06934E-01,1.03559E+00
-3.3588160E-02,-2.47266E-02,1.06523E+00,1.03027E-01,1.06488E+00
-3.3587472E-02,-5.19531E-03,2.83984E-01,1.00098E-01,1.03559E+00
-3.3586784E-02,1.43359E-02,-2.04297E-01,9.81445E-02,1.05512E+00
-3.3586096E-02,3.38672E-02,-4.97266E-01,8.93555E-02,1.04535E+00
-3.3585408E-02,5.33984E-02,-3.99609E-01,8.83789E-02,1.06488E+00
-3.3584720E-02,6.31641E-02,-2.04297E-01,8.25195E-02,1.03559E+00
-3.3584032E-02,3.38672E-02,2.83984E-01,7.27539E-02,1.06488E+00
-3.3583344E-02,3.38672E-02,1.16289E+00,6.49414E-02,1.03559E+00
-3.3582656E-02,1.43359E-02,9.67578E-01,5.22461E-02,1.06488E+00
-3.3581968E-02,-5.19531E-03,1.35820E+00,4.73633E-02,1.06488E+00
-3.3581280E-02,-4.42578E-02,1.16289E+00,3.36914E-02,1.06488E+00
-3.3580592E-02,-4.42578E-02,8.69922E-01,2.29492E-02,1.04535E+00
-3.3579904E-02,-2.47266E-02,4.79297E-01,1.51367E-02,1.08441E+00
-3.3579216E-02,-5.19531E-03,2.83984E-01,1.46484E-03,1.03559E+00
-3.3578528E-02,-1.49609E-02,-1.06641E-01,-4.39453E-03,1.06488E+00
-3.3577840E-02,4.57031E-03,-1.06641E-01,-1.22070E-02,1.03559E+00
-3.3577152E-02,2.41016E-02,1.86328E-01,-1.90430E-02,1.05512E+00
-3.3576464E-02,1.43359E-02,3.81641E-01,-1.90430E-02,1.05512E+00
-3.3575776E-02,5.33984E-02,3.81641E-01,-2.09961E-02,1.03559E+00
-3.3575088E-02,1.43359E-02,3.81641E-01,-1.70898E-02,1.03559E+00
-3.3574400E-02,1.43359E-02,4.79297E-01,-1.41602E-02,1.04535E+00
-3.3573712E-02,-2.47266E-02,5.76953E-01,-7.32422E-03,1.02582E+00
-3.3573024E-02,-5.19531E-03,8.86719E-02,-3.41797E-03,1.03559E+00
-3.3572336E-02,4.57031E-03,1.86328E-01,3.41797E-03,1.05512E+00
-3.3571648E-02,1.43359E-02,1.86328E-01,5.37109E-03,1.04535E+00
-3.3570960E-02,2.41016E-02,-3.99609E-01,1.22070E-02,1.03559E+00
-3.3570272E-02,2.41016E-02,-1.06641E-01,1.12305E-02,1.06488E+00
-3.3569584E-02,4.57031E-03,1.86328E-01,1.41602E-02,1.04535E+00
-3.3568896E-02,1.43359E-02,4.79297E-01,5.37109E-03,1.07465E+00
-3.3568208E-02,-5.19531E-03,1.06523E+00,3.41797E-03,1.05512E+00
-3.3567520E-02,-1.49609E-02,8.69922E-01,-4.88281E-04,1.06488E+00
-3.3566832E-02,-5.19531E-03,8.69922E-01,-8.30078E-03,1.03559E+00
-3.3566144E-02,4.57031E-03,5.76953E-01,-8.30078E-03,1.05512E+00
-3.3565456E-02,1.43359E-02,5.76953E-01,-1.12305E-02,1.07465E+00
-3.3564768E-02,4.57031E-03,2.83984E-01,-1.12305E-02,1.06488E+00
-3.3564080E-02,2.41016E-02,1.86328E-01,-1.02539E-02,1.04535E+00
-3.3563392E-02,5.33984E-02,3.81641E-01,-4.39453E-03,1.06488E+00
-3.3562704E-02,4.36328E-02,7.72266E-01,-4.88281E-04,1.03559E+00
-3.3562016E-02,9.24609E-02,8.69922E-01,1.46484E-03,1.04535E+00
-3.3561328E-02,9.24609E-02,8.69922E-01,1.12305E-02,1.04535E+00
-3.3560640E-02,9.24609E-02,9.67578E-01,9.27734E-03,1.06488E+00
-3.3559952E-02,7.29297E-02,6.74609E-01,8.30078E-03,1.04535E+00
-3.3559264E-02,4.36328E-02,2.83984E-01,5.37109E-03,1.02582E+00
-3.3558576E-02,3.38672E-02,2.83984E-01,-4.88281E-04,1.02582E+00
-3.3557888E-02,-5.19531E-03,8.86719E-02,-2.44141E-03,1.04535E+00
-3.3557200E-02,-5.19531E-03,-3.01953E-01,-5.37109E-03,1.02582E+00
-3.3556512E-02,1.43359E-02,-1.06641E-01,-9.27734E-03,1.00629E+00
-3.3555824E-02,1.43359E-02,2.83984E-01,-9.27734E-03,1.01605E+00
-3.3555136E-02,-1.49609E-02,2.83984E-01,-7.32422E-03,9.96523E-01
-3.3554448E-02,1.43359E-02,5.76953E-01,-1.46484E-03,9.67227E-01
-3.3553760E-02,-1.49609E-02,7.72266E-01,4.88281E-04,9.57461E-01
-3.3553072E-02,2.41016E-02,9.67578E-01,1.46484E-03,9.57461E-01
-3.3552384E-02,5.33984E-02,6.74609E-01,5.37109E-03,8.89102E-01
-3.3551696E-02,5.33984E-02,3.81641E-01,4.39453E-03,8.89102E-01
-3.3551008E-02,3.38672E-02,3.81641E-01,7.32422E-03,8.50039E-01
-3.3550320E-02,3.38672E-02,2.83984E-01,3.41797E-03,7.81680E-01
-3.3549632E-02,5.33984E-02,-8.98437E-03,-4.88281E-04,7.42617E-01
-3.3548944E-02,2.41016E-02,-8.98437E-03,4.88281E-04,6.54727E-01
-3.3548256E-02,-1.49609E-02,3.81641E-01,-6.34766E-03,5.76602E-01
-3.3547568E-02,-1.49609E-02,7.72266E-01,-8.30078E-03,4.98477E-01
-3.3546880E-02,-1.49609E-02,5.76953E-01,-9.27734E-03,4.00820E-01
-3.3546192E-02,-1.49609E-02,5.76953E-01,-4.39453E-03,3.32461E-01
-3.3545504E-02,-3.44922E-02,4.79297E-01,-3.41797E-03,2.25039E-01
-3.3544816E-02,-2.47266E-02,2.83984E-01,-4.88281E-04,1.76211E-01
-3.3544128E-02,-2.47266E-02,1.86328E-01,1.46484E-03,1.27383E-01
-3.3543440E-02,2.41016E-02,1.86328E-01,1.46484E-03,3.94922E-02
-3.3542752E-02,3.38672E-02,8.86719E-02,5.37109E-03,-3.86328E-02
-3.3542064E-02,3.38672E-02,-1.06641E-01,4.88281E-04,-1.16758E-01
-3.3541376E-02,4.36328E-02,4.79297E-01,-1.46484E-03,-1.06992E-01
-3.3540688E-02,5.33984E-02,3.81641E-01,-3.41797E-03,-1.26523E-01
-3.3540000E-02,2.41016E-02,6.74609E-01,-6.34766E-03,-1.46055E-01
-3.3539312E-02,1.43359E-02,2.83984E-01,-7.32422E-03,-1.06992E-01
-3.3538624E-02,5.33984E-02,6.74609E-01,-6.34766E-03,-6.79297E-02
-3.3537936E-02,4.36328E-02,4.79297E-01,-4.39453E-03,-1.91016E-02
-3.3537248E-02,5.33984E-02,4.79297E-01,-2.44141E-03,4.29687E-04
-3.3536560E-02,4.36328E-02,1.86328E-01,-1.46484E-03,7.85547E-02
-3.3535872E-02,5.33984E-02,-8.98437E-03,-4.88281E-04,9.80859E-02
-3.3535184E-02,5.33984E-02,-8.98437E-03,2.44141E-03,1.27383E-01
-3.3534496E-02,4.36328E-02,1.86328E-01,4.88281E-04,1.27383E-01
-3.3533808E-02,2.41016E-02,3.81641E-01,4.88281E-04,1.56680E-01
-3.3533120E-02,4.36328E-02,3.81641E-01,-1.46484E-03,1.37148E-01
-3.3532432E-02,2.41016E-02,9.67578E-01,-2.44141E-03,1.07852E-01
-3.3531744E-02,2.41016E-02,5.76953E-01,-3.41797E-03,9.80859E-02
-3.3531056E-02,4.57031E-03,5.76953E-01,-5.37109E-03,5.90234E-02
-3.3530368E-02,1.43359E-02,3.81641E-01,-4.39453E-03,1.99609E-02
-3.3529680E-02,-2.47266E-02,1.86328E-01,-1.46484E-03,4.29687E-04
-3.3528992E-02,-1.49609E-02,-1.06641E-01,-4.88281E-04,-3.86328E-02
-3.3528304E-02,-5.19531E-03,-1.06641E-01,-1.46484E-03,-6.79297E-02
-3.3527616E-02,3.38672E-02,-1.06641E-01,2.44141E-03,-1.91016E-02
-3.3526928E-02,1.43359E-02,2.83984E-01,-4.88281E-04,-3.86328E-02
-3.3526240E-02,4.36328E-02,8.86719E-02,-1.46484E-03,4.29687E-04
-3.3525552E-02,2.41016E-02,6.74609E-01,2.44141E-03,1.01953E-02
